Interaction Type:	Call
Interaction ID:	[CONVERSATION_ID_1]
Transcript Start Time:	[DATE_1] [TIME_1] (UTC+01:00)
Transcript End Time:	[DATE_1] [TIME_2] (UTC+01:00)
Transcript Duration:	08:54
Direction:	Inbound
Internal Participant(s):	[AGENT_1]
External Participant(s):	Unavailable

Date/Time	Participant Type	Participant	Text
00:02	Internal	[AGENT_1]	Hi … claims my name is [AGENT_1_FIRST]. I can I help today?
00:05	External	Unavailable	Who am I talking to?
00:07	Internal	[AGENT_1]	My name is [AGENT_1_FIRST]. How can I help you?
00:09	External	Unavailable	… [AGENT_1_FIRST], how are you? Our claim number, [CALLER_1_FIRST]?
00:17	Internal	[AGENT_1]	What's the claim number?
00:19	External	Unavailable	[POLICY_NUMBER_1_PART1].
00:22	Internal	[AGENT_1]	Yeah.
00:23	External	Unavailable	[POLICY_NUMBER_1_PART2].
00:25	Internal	[AGENT_1]	Yeah.
00:26	External	Unavailable	[POLICY_NUMBER_1_PART3].
00:29	Internal	[AGENT_1]	So, what's your policy number? Are you looking to? Are you looking to make a claim? Is it?
00:31	External	Unavailable	What's the pass number?
00:33	External	Unavailable	That's the number, that is the policy number.
00:36	Internal	[AGENT_1]	So how can I help you?
00:38	External	Unavailable	I'll tell you what [AGENT_1_FIRST] … away over 50 years married. I came back and there's a crack, a hairline crack in the slate of our share. Right, so we got a … I put up … on it because I don't want to come through the whole kit. And you know, and we've got a a lab out to have a look at And it said it.
00:54	Internal	[AGENT_1]	By.
00:58	External	Unavailable	Can't be repaired. You have to get a new one. Plus, eh, the door's not on. I mean, it's only 4 years old and the doors that are on it could be damaged when he take it off so he gave us a quote of [AMOUNT_1].
01:10	Internal	[AGENT_1]	…
01:11	Internal	[AGENT_1]	…
01:13	External	Unavailable	And that's not including the door or the track.
01:16	Internal	[AGENT_1]	So what … … you cracked your char …
01:18	External	Unavailable	Yeah, it's slate chart, …
01:21	Internal	[AGENT_1]	Okay, no problem. So I have to go through security with you first of all, just for a day of protection purposes need to ask some personal details confirm your today today. Can you confirm your name, address, and date of birth … please?
01:28	External	Unavailable	Yeah,
01:32	External	Unavailable	uh, I'm [CALLER_1]. [ADDRESS_1] and the [DOB_1]. And I'm [CALLER_2].
01:42	External	Unavailable	Same address on [DOB_2] of the
01:46	Internal	[AGENT_1]	Thank you. So when did when did you notice this was Thomas yesterday was it?
01:51	External	Unavailable	No, no, about over over a week ago, but [CALLER_2_FIRST] was in it and he thought a share was rocking. I said don't be silly, but when he looked oh my God, I was still in the state shop.
02:03	Internal	[AGENT_1]	Okay, no problem. I'll just ask you a couple car questions. Go for some details … get your claim registered. What's your contact number? The [PHONE_1].
02:11	External	Unavailable	Yeah, that's.
02:15	Internal	[AGENT_1]	… … in our
02:21	Internal	[AGENT_1]	hmm email address is [EMAIL_1]
02:25	External	Unavailable	Yes, that's right. Na. Thank you.
02:27	Internal	[AGENT_1]	Alright, so I
02:32	Internal	[AGENT_1]	okay.
02:36	External	Unavailable	We don't know how to do this because we don't really.
02:38	Internal	[AGENT_1]	That's fine. Don't worry. So I'll just go through everything with you now. Just give me
02:47	Internal	[AGENT_1]	on the system.
02:51	Internal	[AGENT_1]	Hmm, let's see here for you. So what you're saying is that you noticed that there was there is a correct. I'm not sure.
03:06	Internal	[AGENT_1]	Okay, and there's no water damage or anything, is it?
03:11	External	Unavailable	Well, not at the … because we have duck tape on the crack Comes through the kitchen …
03:16	Internal	[AGENT_1]	No worries.
03:17	External	Unavailable	And the man said you try and do it next [DATE_2] … but it's working. Now. I talk you about [AMOUNT_2] or [AMOUNT_3]
03:24	Internal	[AGENT_1]	Yeah, no, it … expensive for short service and stuff like that.
03:28	External	Unavailable	Yeah, I nation. It's only 4 years old. It doesn't … crack,
03:34	External	Unavailable	and there's nothing heavy in the bathroom that would fall on in the she.
03:36	Internal	[AGENT_1]	…
03:39	Internal	[AGENT_1]	yeah, it's hard to go. Happened today. Hmm, you see what we asked us for regards to the damage, and just make you aware. And hmm, if you want to go ahead with your claim, your standard access on your policy. [AMOUNT_4]. Those affect your new claims. That if you do go ahead with any claim, just to make you aware, Actually, sorry, there's no access.
03:41	External	Unavailable	Okay,
